"source","psq_entity_key","id","name","vat_number","kvk_number","country","last_trx_date","activity_detail_status","merchant_activity_status","type_of_activity","contracting_method","legal_form","mcc","vintage_date","contract_status","active_contracts","contract_category_descriptions"
"Way4","Way4:2001265182","2001265182","TONGELREEP","-1","17272738","NL","2024-11-09","Inactive >12 months","Inactive","CP","F2F","","5996","2023-12-27","Active","",""
"Way4","Way4:2001473842","2001473842","MARGRIET BLOEMIST","NL080115998B01","08014044","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5992","2024-01-05","Active","",""
"Way4","Way4:2000658636","2000658636","HET BEDDEN EN BABYHUIS","-1","30012706","NL","2026-04-25","Active in last 12 months","Active","CP","F2F","","5712","2024-03-16","Active","",""
"Way4","Way4:2000726593","2000726593","Boekhandel Tomey","-1","66224020","NL","2026-05-06","Active in last 12 months","Active","CP","F2F","","5942","2024-02-21","Active","",""
"Way4","Way4:2002512094","2002512094","Rulkens Schoenen bv","-1","13032976","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002613257","2002613257","Dr.Don","-1","64366901","NL","2025-05-21","Active in last 12 months","Active","CP","F2F","","8011","2024-01-02","Active","",""
"Way4","Way4:2001541376","2001541376","MEURS BART VAN OPTIEK","-1","24325777","NL","2026-04-02","Active in last 12 months","Active","CP","F2F","","8043","2024-01-06","Active","",""
"Way4","Way4:2001237022","2001237022","Il Delfino Blu/Pizza Meester V.O.F.","NL855974795B01","65086392","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001616414","2001616414","Etos Erisman Kinkerstaat B.V.","NL008999739B01","35014093","NL","","Never transacted","Inactive","CP","F2F","","","2023-12-24","Active","",""
"Way4","Way4:2000636241","2000636241","DROG PARFUMERIE RH CLEMENT","NL031879482B01","01011621","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000750362","2000750362","AUTOSCHADE SKILJAN BV.","-1","24411079","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002700254","2002700254","The Budgethotel Groenendijk BV","NL856285651B01","65847466","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001538499","2001538499","TOM DE GROOT OPTIEK","-1","32031025","NL","2025-12-27","Active in last 12 months","Active","CP","F2F","","8043","2023-12-30","Active","",""
"Way4","Way4:2001221681","2001221681","VOERMANS CILLEKENS VOF","-1","13036025","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001240201","2001240201","KINDERBOETIEK DUBBEL & DWARS","-1","-1","NL","2025-01-04","Inactive >12 months","Inactive","CP","F2F","","5641","2023-12-30","Active","",""
"Way4","Way4:2001632223","2001632223","HOTEL TERBORCH","-1","-1","NL","2025-01-08","Inactive >12 months","Inactive","CP","F2F","","7011","2024-01-08","Active","",""
"Way4","Way4:2001429061","2001429061","INSTYLE","NL119492945B02","17161697","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000219306","2000219306","M.K. Interchangeables","-1","24463872","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002564124","2002564124","Look Belux bv","-1","31037268","NL","2026-05-08","Active in last 12 months","Active","CP","F2F","","8043","2024-01-04","Active","",""
"Way4","Way4:2001141882","2001141882","Van Delden & Winkel VOF","-1","62542222","NL","2025-07-19","Active in last 12 months","Active","CP","F2F","","5992","2023-12-30","Active","",""
"Way4","Way4:2001172621","2001172621","LEERENT VELD VRIJE TIJD","NL006263586B01","05059172","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001263406","2001263406","JUWELIER LEIJEN","NL817196511B01","18085722","NL","2026-05-06","Active in last 12 months","Active","CP","F2F","","5944","2023-12-29","Active","",""
"Way4","Way4:2002545618","2002545618","VAN DIJK-TANKINK VOF","NL812675903B01","09139978","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001380011","2001380011","SIMON WATERSPORT","NL803055341B01","01054371","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001655045","2001655045","CALIMA BV","-1","34148152","NL","2025-12-05","Active in last 12 months","Active","CP","F2F","","4722","2024-01-26","Active","",""
"Way4","Way4:2001522509","2001522509","Lukx Haarlem B.V.","-1","34114565","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000776477","2000776477","CAMPING JACHTHAVEN DE LOSWAL","-1","30236539","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002582467","2002582467","MudSweatTrails Store Zoetermeer B.V.","-1","66232023","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5941","2023-12-27","Active","",""
"Way4","Way4:2001540183","2001540183","VRIND OPTIEK","-1","02023576","NL","2024-01-02","Inactive >12 months","Inactive","CP","F2F","","8043","2024-01-02","Active","",""
"Way4","Way4:2001184301","2001184301","DE BOSRAND BV","-1","12037012","NL","2026-05-10","Active in last 12 months","Active","CP","F2F","","5812","2024-01-03","Active","",""
"Way4","Way4:2001599099","2001599099","Van der Avoird & de Kubber Breda","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","2023-12-26","Active","",""
"Way4","Way4:2001470452","2001470452","THE RITZZ","NL123964416B01","27115851","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001654154","2001654154","DE GULE POT","-1","30126422","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001313764","2001313764","EILERS LINNEN","NL820648528B01","17088384","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000725007","2000725007","FRANS HALS MUSEUM","NL819533828B01","34303231","NL","2025-08-17","Active in last 12 months","Active","CP","F2F","","7991","2023-12-27","Active","",""
"Way4","Way4:2002561397","2002561397","Long John","NL820715645B01","32151911","NL","2025-09-06","Active in last 12 months","Active","CP","F2F","","7011","2024-01-06","Active","",""
"Way4","Way4:2001178549","2001178549","EVA FIRST WOMEN","-1","05061974","NL","2025-04-08","Inactive >12 months","Inactive","CP","F2F","","5621","2023-12-29","Active","",""
"Way4","Way4:2001242069","2001242069","ROOS & CO","-1","14083652","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001428324","2001428324","IN DEN STALLEN","-1","01163054","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001474156","2001474156","BLOEMENHUIS DUIVENVOORDEN","NL803944986B01","27038965","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001477481","2001477481","CHINA FANTASY","-1","34078027","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001511833","2001511833","ESONSTAD HORECA","-1","01114391","NL","2026-01-01","Active in last 12 months","Active","CP","F2F","","5812","2023-12-27","Active","",""
"Way4","Way4:2001531737","2001531737","LIGTENBERG BOEK & TEXTIEL","-1","06030738","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002501335","2002501335","Boekhandel De Tribune","-1","14620300","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002593353","2002593353","Apparelle VOF","NL852317992B01","56822480","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5621","2023-12-27","Active","",""
"Way4","Way4:2002615128","2002615128","Restaurant Indonesia Bandung","NL856691707B01","66772141","NL","2024-10-31","Inactive >12 months","Inactive","CP","F2F","","5812","2023-12-25","Active","",""
"Way4","Way4:2001552467","2001552467","VAN HILTEN TRADING COMPANY","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001442688","2001442688","IJDO JUWELIER GOUDSMID HORLO.","-1","-1","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5944","2024-01-26","Active","",""
"Way4","Way4:2000723535","2000723535","TWEEWIELERS WISSELINK","-1","09077059","NL","2025-03-15","Inactive >12 months","Inactive","CP","F2F","","5940","2024-05-02","Active","",""
"Way4","Way4:2000991637","2000991637","ERISON HANDELSONDERNEM","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002567441","2002567441","Stichting Paradiso Amsterdam","-1","33250395","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002614385","2002614385","The White Smile Company BV","-1","52158721","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001191502","2001191502","De Uitwijk VOF","NL810257531B01","20104085","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002543089","2002543089","Sushi Wang","-1","30280619","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002701210","2002701210","Loonstra Juwelier","NL108705559B02","01154241","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001158297","2001158297","MARION MODE","-1","14632244","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001604378","2001604378","De Graaf Detailhandel B.V.","-1","-1","NL","2024-02-05","Inactive >12 months","Inactive","CP","F2F","","5732","2023-12-27","Active","",""
"Way4","Way4:2002517711","2002517711","Gerhard Horstink Wijn en Wetenschap","NL089629747B01","08010725","NL","","Never transacted","Inactive","CP","F2F","","","2023-12-27","Active","",""
"Way4","Way4:2001657064","2001657064","Dekker Zoetermeer BV","-1","-1","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5812","2024-01-02","Active","",""
"Way4","Way4:2002567352","2002567352","vof Sunrise","NL850629226B01","52850080","NL","2024-08-15","Inactive >12 months","Inactive","CP","F2F","","5812","2023-12-29","Active","",""
"Way4","Way4:2002700632","2002700632","Jamin Leidschendam B.V.","NL182826697B01","86745220","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5441","2023-12-26","Active","",""
"Way4","Way4:2001543204","2001543204","AUTO HALAN B.V.","-1","33303754","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001199546","2001199546","CHIN. IND. REST. DE KROON","NL809764519B01","17065435","NL","2024-03-31","Inactive >12 months","Inactive","CP","F2F","","5812","2023-12-30","Active","",""
"Way4","Way4:2000220193","2000220193","BERDEN MODE","NL804367516B01","14053384","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5651","2023-12-26","Active","",""
"Way4","Way4:2001358113","2001358113","OLDENBURG SCHOENEN","-1","27049468","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5661","2023-12-30","Active","",""
"Way4","Way4:2000887031","2000887031","NIESTADT FOTOSTUDIO","-1","29009444","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002560986","2002560986","Capo Cucina","NL144600651B01","27287994","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001192274","2001192274","MIKADO","-1","-1","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5945","2023-12-27","Active","",""
"Way4","Way4:2001212593","2001212593","ROC Mondriaan","-1","-1","NL","2026-04-02","Active in last 12 months","Active","CP","F2F","","5812","2024-01-31","Active","",""
"Way4","Way4:2001214243","2001214243","WIJNHANDEL MEERWIJCK","-1","34174466","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5921","2023-12-30","Active","",""
"Way4","Way4:2002615799","2002615799","Libema Exploitatie","NL850857764B01","53376277","NL","2026-03-08","Active in last 12 months","Active","CP","F2F","","7832","2023-12-25","Active","",""
"Way4","Way4:2001413289","2001413289","YOSHJI","-1","22043874","NL","2024-08-28","Inactive >12 months","Inactive","CP","F2F","","5621","2023-12-27","Active","",""
"Way4","Way4:2001431856","2001431856","PAROS VOF","NL801529384B01","13032805","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001522703","2001522703","Jan Brinkmans Opt. en Optom.","NL807348296B01","13041668","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001091168","2001091168","Bergemo Recreatie","-1","12021906","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002700385","2002700385","DierenDokters Amsterdam B.V.","NL852701469B01","57710260","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","742","2023-12-27","Active","",""
"Way4","Way4:2002700806","2002700806","Brasserie Sublime","NL224612499B01","70814368","NL","2025-12-13","Active in last 12 months","Active","CP","F2F","","5812","2023-12-26","Active","",""
"Way4","Way4:2002701067","2002701067","Dutch Style","NL855752580B01","64632547","NL","2026-04-28","Active in last 12 months","Active","CP","F2F","","5200","2024-01-18","Active","",""
"Way4","Way4:2001202857","2001202857","DAENS","-1","27195762","NL","2024-12-14","Inactive >12 months","Inactive","CP","F2F","","5621","2023-12-29","Active","",""
"Way4","Way4:2001288522","2001288522","FRYSKE PUB","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001641281","2001641281","GAMESHOP","-1","27078303","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5945","2023-12-26","Active","",""
"Way4","Way4:2001486308","2001486308","EXPL. PARKVELD BV","NL813521002B01","08049439","NL","2024-12-13","Inactive >12 months","Inactive","CP","F2F","","7033","2023-12-31","Active","",""
"Way4","Way4:2002577722","2002577722","Ristorante Pizz. La Famiglia","-1","54712890","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:200260829","200260829","Autobedrijf Gert Brandsen bv","-1","09094622","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001653182","2001653182","GRIEKS SPEC. REST. SIRTAKI","-1","52377016","NL","2026-05-08","Active in last 12 months","Active","CP","F2F","","5812","2024-01-13","Active","",""
"Way4","Way4:2000768008","2000768008","PARKING DELFT BV.","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001181833","2001181833","SMALL & TALL","-1","-1","NL","2026-04-25","Active in last 12 months","Active","CP","F2F","","5611","2024-01-06","Active","",""
"Way4","Way4:2001231628","2001231628","VERHEES TEXTILES B.V.","-1","-1","NL","2026-05-05","Active in last 12 months","Active","CP","F2F","","5651","2025-01-06","Active","",""
"Way4","Way4:2001552904","2001552904","Redson Regio BV","-1","27138544","NL","2026-04-13","Active in last 12 months","Active","CP","F2F","","5251","2024-02-22","Active","",""
"Way4","Way4:2001249748","2001249748","GRIEKS REST. CORFU","-1","12060641","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001562985","2001562985","KROLLER MULLER MUSEUM","-1","-1","NL","2026-01-25","Active in last 12 months","Active","CP","F2F","","5942","2023-12-25","Active","",""
"Way4","Way4:2001613172","2001613172","Avia Nederland BV","-1","-1","NL","2026-04-30","Active in last 12 months","Active","CP","F2F","","5541","2024-01-02","Active","",""
"Way4","Way4:2001389892","2001389892","Caf̩-Restaurant Dolphia VOF","-1","08100564","NL","2026-05-06","Active in last 12 months","Active","CP","F2F","","5812","2024-01-06","Active","",""
"Way4","Way4:2001403232","2001403232","GULICKX SCHOENEN VOF","-1","18047042","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5661","2023-12-27","Active","",""
"Way4","Way4:2001501862","2001501862","STRANDPAVILJOEN DE ZEEMEEUW B.V.","-1","21020516","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5812","2023-12-31","Active","",""
"Way4","Way4:2001699522","2001699522","BLOEMSIERKUNST FLORA","-1","33232270","NL","2026-05-05","Active in last 12 months","Active","CP","F2F","","5992","2023-12-30","Active","",""
"Way4","Way4:2002701274","2002701274","Tulp Educatie","-1","52275094","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001190948","2001190948","V.O.F. VEENEMANS EN SCHOLTEN","-1","-1","NL","2024-12-14","Inactive >12 months","Inactive","CP","F2F","","5944","2024-01-06","Active","",""
"Way4","Way4:2001647727","2001647727","Mango (Franchisers)","-1","24279489","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000717101","2000717101","FAMILY CARS B.V.","-1","34333522","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000797156","2000797156","SHOE+DE MUNNIK","-1","22021264","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000846491","2000846491","HAARIMPORT VAN HAM B.V.","NL004417318B01","-1","NL","","Never transacted","Inactive","CP","F2F","","","2024-01-02","Active","",""
"Way4","Way4:2002570418","2002570418","Banketbakkerij Maison Kelder","-1","27091741","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5462","2023-12-27","Active","",""
"Way4","Way4:2002700634","2002700634","Verheul h.o.d.n.Livera","NL800463699B01","27129283","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001538472","2001538472","MODE GALERIE","-1","21020476","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001149972","2001149972","REST. BOMBAY INN INDIAN","-1","33229074","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001607725","2001607725","Demarol BV","-1","08018878","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000700268","2000700268","LOUISE BLOEMSIERKUNST","-1","34127805","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5992","2023-12-30","Active","",""
"Way4","Way4:2000969291","2000969291","BOUTIQUE AUX FLEURS","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002517797","2002517797","Brabants Lederwarenhuis","-1","18120416","NL","2024-06-02","Inactive >12 months","Inactive","CP","F2F","","5948","2023-12-27","Active","",""
"Way4","Way4:2002700587","2002700587","Gerard de Nijs Vof","-1","37092043","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002701131","2002701131","Bij hen op Ameland","NL858543916B01","71007296","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001237529","2001237529","DAM APOTHEEK","NL808647751B01","34132460","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001385315","2001385315","RODE LOTUS","-1","23052097","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001605196","2001605196","De Graaf Detailhandel B.V.","-1","-1","NL","2026-05-07","Active in last 12 months","Active","CP","F2F","","5732","2023-12-27","Active","",""
"Way4","Way4:2002523959","2002523959","Gemeente Texel","NL002000155B01","37159104","NL","2025-04-01","Inactive >12 months","Inactive","CP","F2F","","8641","2024-02-29","Active","",""
"Way4","Way4:2002551219","2002551219","Prinses Bruidsmode bv","-1","06070476","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001539193","2001539193","SCHOLMA LINGERIE","-1","02026925","NL","2024-12-24","Inactive >12 months","Inactive","CP","F2F","","5631","2023-12-27","Active","",""
"Way4","Way4:2001157606","2001157606","Rijwielspecialist Hart","-1","34054534","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001432232","2001432232","KAMELEON LEDERWAREN","-1","02002506","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001462689","2001462689","VIERSPRONG DE HOEVE","-1","-1","NL","2025-12-25","Active in last 12 months","Active","CP","F2F","","5812","2024-02-14","Active","",""
"Way4","Way4:2001651465","2001651465","ROMA DA CARLO REST.","-1","-1","NL","2026-05-10","Active in last 12 months","Active","CP","F2F","","5812","2024-01-02","Active","",""
"Way4","Way4:2001514042","2001514042","LOTUS GIESEN VOF","-1","18133076","NL","2025-12-31","Active in last 12 months","Active","CP","F2F","","5812","2024-01-01","Active","",""
"Way4","Way4:2000709613","2000709613","TON VAN ALTEN SCHOONHOVEN BV","-1","29027448","NL","2025-12-22","Active in last 12 months","Active","CP","F2F","","5732","2024-09-17","Active","",""
"Way4","Way4:2002506175","2002506175","Widaro","-1","08047148","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5631","2024-01-10","Active","",""
"Way4","Way4:2002700365","2002700365","Stichting Task Force Health Care","NL809565651B01","27197818","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001541821","2001541821","Cosinta Service BV","-1","29026844","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001153465","2001153465","DEMANDT-WAGEMANS BV","-1","14043121","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001554699","2001554699","MAKKUM RENT BV","NL803558855B01","01068738","NL","2025-11-05","Active in last 12 months","Active","CP","F2F","","7394","2023-12-30","Active","",""
"Way4","Way4:2001272936","2001272936","BLINCQ OPTIEK","-1","34256939","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001569149","2001569149","B32 Groep B.V.","-1","09060819","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5691","2023-12-28","Active","",""
"Way4","Way4:2001495951","2001495951","HOFA VOF","-1","-1","NL","2026-05-10","Active in last 12 months","Active","CP","F2F","","5812","2024-01-01","Active","",""
"Way4","Way4:2001361343","2001361343","WOUTERS","-1","17027142","NL","2025-03-25","Inactive >12 months","Inactive","CP","F2F","","5912","2023-12-27","Active","",""
"Way4","Way4:2000650325","2000650325","JAN VAN DEN BROEK","-1","33080673","NL","2025-10-15","Active in last 12 months","Active","CP","F2F","","5251","2023-12-27","Active","",""
"Way4","Way4:2000650546","2000650546","BM SAT","-1","55351565","NL","2026-02-20","Active in last 12 months","Active","CP","F2F","","7399","2024-05-23","Active","",""
"Way4","Way4:2000680127","2000680127","JUWELIER PANNEKOEK","-1","50222406","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5944","2023-12-29","Active","",""
"Way4","Way4:2002603367","2002603367","Onimex BV","-1","04041122","NL","2024-12-31","Inactive >12 months","Inactive","CP","F2F","","5941","2024-01-06","Active","",""
"Way4","Way4:2002700171","2002700171","Valkbril VOF","-1","14087179","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","8043","2024-01-17","Active","",""
"Way4","Way4:2001155913","2001155913","SCARABEE SCHOONHEIDSSALON","-1","28043679","NL","2026-04-21","Active in last 12 months","Active","CP","F2F","","7230","2023-12-30","Active","",""
"Way4","Way4:2001276877","2001276877","VloerenCentrale VOF","NL852381384B01","56964897","NL","2026-03-13","Active in last 12 months","Active","CP","F2F","","5713","2024-01-06","Active","",""
"Way4","Way4:2001390912","2001390912","'t Schotse Schaap","-1","69022070","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002577528","2002577528","Ekkelenkamp Ommen bv","-1","05063776","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002700311","2002700311","Os Steakhouse","NL196786265B01","66200547","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002700641","2002700641","Perez B.V.","NL006280274B01","34054966","NL","2025-04-21","Inactive >12 months","Inactive","CP","F2F","","5200","2024-01-26","Active","",""
"Way4","Way4:2001172923","2001172923","HOTEL HEUVELZICHT","-1","14056920","NL","2026-05-10","Active in last 12 months","Active","CP","F2F","","7011","2024-01-05","Active","",""
"Way4","Way4:2002558035","2002558035","KUPERUS WATERSPORT","-1","62529080","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001197942","2001197942","LENARDI COSMETICS","-1","32075380","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001206801","2001206801","SCHURER-KAMPHUIS BV","-1","39049676","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001275137","2001275137","JAN HOBBEL","-1","28078940","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5947","2023-12-28","Active","",""
"Way4","Way4:2001377681","2001377681","LOTUS RESTAURANT","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001380615","2001380615","HOTEL DE BEUKELAER","-1","13017029","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","7011","2024-01-04","Active","",""
"Way4","Way4:2001392125","2001392125","CHINEES RESTAURANT MANDARIN","-1","68963424","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001422687","2001422687","CHIN. IND. REST. JASMINE","-1","17092227","NL","2026-04-30","Active in last 12 months","Active","CP","F2F","","5812","2024-01-19","Active","",""
"Way4","Way4:2001424566","2001424566","HWAWON","NL230143623B01","-1","NL","2024-08-22","Inactive >12 months","Inactive","CP","F2F","","5812","2023-12-27","Active","",""
"Way4","Way4:2001673698","2001673698","SHELL NEDERLAND B.V.","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","2024-01-04","Active","",""
"Way4","Way4:2002604533","2002604533","Land van Kokanje","-1","59664363","NL","2024-03-07","Inactive >12 months","Inactive","CP","F2F","","5812","2023-12-29","Active","",""
"Way4","Way4:2001300182","2001300182","VERONA LEDER","-1","51859858","NL","2025-06-26","Active in last 12 months","Active","CP","F2F","","5691","2023-12-27","Active","",""
"Way4","Way4:2002574197","2002574197","Blick Brillen VOF","-1","65553179","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
